"","Observation ID","Dolphin ID","Observation Date","Platform","Dolphin ID Certainty","Observation Start Time","Behavior State","Dolphin ID Participation Certainty","id_date","Birth Date","Sex","Weaning Date","Adult Date","Age_Class","Bowride","Depth","depth_class","Age at Observation","age_increment","num_surveys","times_on_bow","prop_on_bow","Dolphin Name","Mother ID","Survey_Length","Survey_Year","First Five Activity","Group Size","mat_prop_on_bow","pregnant","mature","cycling","lactating","biopsy_day"
"11",26859,"ABA",2022-06-22,"POMBOO","HIGH",10:42:00,NA,NA,"ABA 2022-06-22",2010-11-01,"FEMALE",2014-08-07,2020-11-01,"adult","0",5.9,"(3,6]",11.6386036960986,"(10,25]",10,0,0,"ABALONE","WHL",37,2022,"REST",35,0.0344827586206897,0,1,0,0,1
"12",27744,"ABA",2023-05-05,"MAZIWA","HIGH",14:31:00,NA,NA,"ABA 2023-05-05",2010-11-01,"FEMALE",2014-08-07,2020-11-01,"adult","0",13,"(12,15]",12.5065023956194,"(10,25]",10,0,0,"ABALONE","WHL",14,2023,"TRAVEL",4,0.0344827586206897,0,1,0,0,0
"13",28495,"ABA",2023-10-07,"MAZIWA","HIGH",12:14:00,NA,NA,"ABA 2023-10-07",2010-11-01,"FEMALE",2014-08-07,2020-11-01,"adult","0",7.6,"(6,9]",12.9308692676249,"(10,25]",10,0,0,"ABALONE","WHL",9,2023,"FORAGE",3,0.0344827586206897,0,1,0,0,0
"14",12424,"ABC",2003-07-06,"BONY HERRING","HIGH",16:54:00,NA,NA,"ABC 2003-07-06",1994-11-01,"MALE",1998-11-01,2004-11-01,"juvenile","0",9.6,"(9,12]",8.67624914442163,"(4,10]",49,6,0.122448979591837,"ABERCROMBIE",NA,22,2003,"SOCIAL",7,NA,NA,NA,NA,NA,0
"15",12833,"ABC",2003-09-04,"BONY HERRING","HIGH",16:37:00,NA,NA,"ABC 2003-09-04",1994-11-01,"MALE",1998-11-01,2004-11-01,"juvenile","0",10.5,"(9,12]",8.84052019164955,"(4,10]",49,6,0.122448979591837,"ABERCROMBIE",NA,8,2003,"TRAVEL",5,NA,NA,NA,NA,NA,0
"16",14289,"ABC",2004-09-19,"MAZIWA","HIGH",16:09:00,NA,NA,"ABC 2004-09-19",1994-11-01,"MALE",1998-11-01,2004-11-01,"juvenile","0",7,"(6,9]",9.88364134154689,"(4,10]",49,6,0.122448979591837,"ABERCROMBIE",NA,16,2004,"FORAGE",5,NA,NA,NA,NA,NA,0
"17",14825,"ABC",2005-05-05,"MAZIWA","HIGH",15:17:00,NA,NA,"ABC 2005-05-05",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.7,"(6,9]",10.507871321013,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,13,2005,NA,17,NA,NA,NA,NA,NA,0
"18",14918,"ABC",2005-06-30,"BONY HERRING","HIGH",11:40:00,NA,NA,"ABC 2005-06-30",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.4,"(6,9]",10.6611909650924,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,45,2005,NA,24,NA,NA,NA,NA,NA,0
"19",15354,"ABC",2005-10-03,"GENE MACHINE","HIGH",11:15:00,NA,NA,"ABC 2005-10-03",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.2,"(6,9]",10.92128678987,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,12,2005,"SOCIAL",10,NA,NA,NA,NA,NA,0
"20",15454,"ABC",2006-04-19,"MAZIWA","HIGH",16:56:00,NA,NA,"ABC 2006-04-19",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.7,"(6,9]",11.4633812457221,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2006,"FORAGE",4,NA,NA,NA,NA,NA,0
"21",15751,"ABC",2006-07-19,"MAZIWA","HIGH",12:58:00,"BOW-BOWRIDING","HIGH","ABC 2006-07-19",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",11,"(9,12]",11.7125256673511,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,16,2006,"REST",1,NA,NA,NA,NA,NA,0
"22",15916,"ABC",2006-08-06,"BONY HERRING","HIGH",16:37:00,NA,NA,"ABC 2006-08-06",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",NA,NA,11.7618069815195,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2006,"UNKNOWN",NA,NA,NA,NA,NA,NA,0
"23",15978,"ABC",2006-08-17,"BONY HERRING","HIGH",15:18:00,NA,NA,"ABC 2006-08-17",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",NA,NA,11.791923340178,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2006,"SOCIAL",8,NA,NA,NA,NA,NA,0
"24",16046,"ABC",2006-08-28,"GENE MACHINE","HIGH",13:58:00,"BOW-BOWRIDING","HIGH","ABC 2006-08-28",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",7.6,"(6,9]",11.8220396988364,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,15,2006,NA,5,NA,NA,NA,NA,NA,0
"25",16211,"ABC",2006-10-25,"BONY HERRING","HIGH",14:32:00,NA,NA,"ABC 2006-10-25",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.4,"(6,9]",11.9808350444901,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,18,2006,"REST",4,NA,NA,NA,NA,NA,0
"26",16335,"ABC",2007-06-14,"MAZIWA","HIGH",13:55:00,"BOW-BOWRIDING","HIGH","ABC 2007-06-14",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",8.9,"(6,9]",12.6160164271047,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,16,2007,NA,3,NA,NA,NA,NA,NA,0
"27",16696,"ABC",2008-07-25,"MAZIWA","HIGH",13:51:00,NA,NA,"ABC 2008-07-25",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.7,"(9,12]",13.7303216974675,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,16,2008,NA,12,NA,NA,NA,NA,NA,0
"28",17016,"ABC",2009-07-17,"POMBOO","HIGH",09:36:00,NA,NA,"ABC 2009-07-17",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.5,"(9,12]",14.7077344284736,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,9,2009,NA,4,NA,NA,NA,NA,NA,0
"29",17152,"ABC",2009-09-10,"POMBOO","HIGH",10:00:00,NA,NA,"ABC 2009-09-10",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.7,"(6,9]",14.8583162217659,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,11,2009,NA,1,NA,NA,NA,NA,NA,0
"30",17167,"ABC",2009-09-17,"POMBOO","HIGH",12:54:00,"BOW-BOWRIDING","HIGH","ABC 2009-09-17",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",11.8,"(9,12]",14.8774811772758,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,19,2009,"FORAGE",3,NA,NA,NA,NA,NA,0
"31",17247,"ABC",2009-10-18,"POMBOO","HIGH",08:09:00,"BOW-BOWRIDING","HIGH","ABC 2009-10-18",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",5.6,"(3,6]",14.9623545516769,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,23,2009,"SOCIAL",14,NA,NA,NA,NA,NA,0
"32",17485,"ABC",2010-05-12,"MAZIWA","HIGH",11:55:00,NA,NA,"ABC 2010-05-12",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",7,"(6,9]",15.5263518138261,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,54,2010,NA,24,NA,NA,NA,NA,NA,0
"33",17785,"ABC",2010-11-02,"POMBOO","HIGH",14:04:00,"BOW-BOWRIDING","HIGH","ABC 2010-11-02",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","1",11.7,"(9,12]",16.0027378507871,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,10,2010,"TRAVEL",3,NA,NA,NA,NA,NA,0
"34",17790,"ABC",2010-11-03,"POMBOO","HIGH",13:29:00,NA,NA,"ABC 2010-11-03",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.6,"(9,12]",16.0054757015743,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2010,"FORAGE",1,NA,NA,NA,NA,NA,0
"35",19382,"ABC",2013-11-08,"MAZIWA","HIGH",12:37:00,NA,NA,"ABC 2013-11-08",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",7.9,"(6,9]",19.0198494182067,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,33,2013,"REST",23,NA,NA,NA,NA,NA,0
"36",19385,"ABC",2013-11-09,"MAZIWA","HIGH",09:02:00,NA,NA,"ABC 2013-11-09",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",10.6,"(9,12]",19.0225872689938,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2013,NA,9,NA,NA,NA,NA,NA,0
"37",20029,"ABC",2014-10-14,"MAZIWA","HIGH",12:53:00,NA,NA,"ABC 2014-10-14",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.4,"(6,9]",19.9507186858316,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,57,2014,"SOCIAL",10,NA,NA,NA,NA,NA,0
"38",20144,"ABC",2014-11-07,"MAZIWA","HIGH",09:25:00,NA,NA,"ABC 2014-11-07",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.6,"(9,12]",20.0164271047228,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2014,"FORAGE",1,NA,NA,NA,NA,NA,0
"39",20805,"ABC",2015-06-29,"MAZIWA","HIGH",15:39:00,NA,NA,"ABC 2015-06-29",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.3,"(9,12]",20.6570841889117,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,10,2015,"FORAGE",3,NA,NA,NA,NA,NA,0
"40",22091,"ABC",2017-05-18,"POMBOO","HIGH",10:44:00,NA,NA,"ABC 2017-05-18",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.1,"(6,9]",22.5434633812457,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,11,2017,"REST",14,NA,NA,NA,NA,NA,1
"41",22112,"ABC",2017-05-20,"POMBOO","HIGH",13:09:00,NA,NA,"ABC 2017-05-20",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.9,"(9,12]",22.54893908282,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,11,2017,NA,9,NA,NA,NA,NA,NA,1
"42",24663,"ABC",2018-06-11,"POMBOO","HIGH",15:57:00,NA,NA,"ABC 2018-06-11",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.6,"(9,12]",23.6084873374401,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,13,2018,NA,7,NA,NA,NA,NA,NA,0
"43",24779,"ABC",2018-07-12,"POMBOO","HIGH",16:23:00,NA,NA,"ABC 2018-07-12",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",10.2,"(9,12]",23.6933607118412,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,30,2018,NA,13,NA,NA,NA,NA,NA,0
"44",25541,"ABC",2019-05-13,"POMBOO","HIGH",17:07:00,NA,NA,"ABC 2019-05-13",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9.7,"(9,12]",24.5284052019165,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,9,2019,"SOCIAL",7,NA,NA,NA,NA,NA,1
"45",25587,"ABC",2019-05-28,"POMBOO","HIGH",17:10:00,NA,NA,"ABC 2019-05-28",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",7.9,"(6,9]",24.5694729637235,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2019,"FORAGE",1,NA,NA,NA,NA,NA,1
"46",25602,"ABC",2019-05-31,"POMBOO","HIGH",14:51:00,NA,NA,"ABC 2019-05-31",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.8,"(6,9]",24.5776865160849,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2019,"FORAGE",1,NA,NA,NA,NA,NA,1
"47",26074,"ABC",2019-07-01,"POMBOO","HIGH",15:25:00,NA,NA,"ABC 2019-07-01",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",10,"(9,12]",24.662559890486,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2019,"FORAGE",1,NA,NA,NA,NA,NA,1
"48",25836,"ABC",2019-07-27,"POMBOO","HIGH",10:38:00,NA,NA,"ABC 2019-07-27",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",NA,NA,24.7337440109514,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2019,"FORAGE",1,NA,NA,NA,NA,NA,1
"49",25811,"ABC",2019-09-25,"POMBOO","HIGH",16:09:00,NA,NA,"ABC 2019-09-25",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9,"(6,9]",24.8980150581793,"(10,25]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2019,"REST",9,NA,NA,NA,NA,NA,0
"50",26794,"ABC",2022-06-07,"POMBOO","HIGH",15:15:00,NA,NA,"ABC 2022-06-07",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",11.6,"(9,12]",27.5975359342916,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,35,2022,NA,19,NA,NA,NA,NA,NA,0
"51",26848,"ABC",2022-06-19,"POMBOO","HIGH",11:33:00,NA,NA,"ABC 2022-06-19",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",12.6,"(12,15]",27.6303901437372,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,25,2022,"REST",22,NA,NA,NA,NA,NA,1
"52",26927,"ABC",2022-07-08,"POMBOO","HIGH",16:55:00,NA,NA,"ABC 2022-07-08",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",11.1,"(9,12]",27.6824093086927,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,30,2022,"REST",13,NA,NA,NA,NA,NA,1
"53",27038,"ABC",2022-07-27,"MAZIWA","HIGH",15:19:00,NA,NA,"ABC 2022-07-27",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",9,"(6,9]",27.7344284736482,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,31,2022,"REST",23,NA,NA,NA,NA,NA,0
"54",27370,"ABC",2022-08-15,"MAZIWA","HIGH",13:47:00,NA,NA,"ABC 2022-08-15",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.3,"(6,9]",27.7864476386037,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,12,2022,"REST",12,NA,NA,NA,NA,NA,0
"55",27427,"ABC",2022-09-08,"POMBOO","HIGH",15:10:00,NA,NA,"ABC 2022-09-08",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.9,"(6,9]",27.8521560574949,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,25,2022,"FORAGE",15,NA,NA,NA,NA,NA,0
"56",27729,"ABC",2023-05-03,"MAZIWA","HIGH",15:40:00,NA,NA,"ABC 2023-05-03",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.6,"(6,9]",28.5010266940452,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2023,"FORAGE",1,NA,NA,NA,NA,NA,0
"57",27890,"ABC",2023-06-21,"POMBOO","HIGH",10:09:00,NA,NA,"ABC 2023-06-21",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",3.3,"(3,6]",28.6351813826146,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2023,NA,14,NA,NA,NA,NA,NA,1
"58",28000,"ABC",2023-07-16,"POMBOO","HIGH",16:55:00,NA,NA,"ABC 2023-07-16",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.2,"(6,9]",28.703627652293,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,6,2023,"FORAGE",1,NA,NA,NA,NA,NA,0
"59",27656,"ABC",2023-07-17,"MAZIWA","HIGH",10:47:00,NA,NA,"ABC 2023-07-17",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",8.6,"(6,9]",28.7063655030801,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,7,2023,"FORAGE",1,NA,NA,NA,NA,NA,0
"60",28727,"ABC",2024-06-25,"POMBOO","HIGH",15:31:00,NA,NA,"ABC 2024-06-25",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",13.1,"(12,15]",29.6481861738535,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,5,2024,"FORAGE",1,NA,NA,NA,NA,NA,0
"61",28809,"ABC",2024-07-16,"POMBOO","HIGH",16:44:00,NA,NA,"ABC 2024-07-16",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",11.7,"(9,12]",29.7056810403833,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,7,2024,"REST",11,NA,NA,NA,NA,NA,1
"62",28813,"ABC",2024-07-17,"POMBOO","HIGH",09:02:00,NA,NA,"ABC 2024-07-17",1994-11-01,"MALE",1998-11-01,2004-11-01,"adult","0",6.2,"(6,9]",29.7084188911704,"(25,45]",49,6,0.122448979591837,"ABERCROMBIE",NA,11,2024,"FORAGE",2,NA,NA,NA,NA,NA,1
"63",16251,"ACA",2007-05-22,"MAZIWA","HIGH",14:14:00,NA,NA,"ACA 2007-05-22",2006-11-01,NA,2010-11-01,2016-11-01,"calf","0",NA,NA,0.553045859000684,"(0.25,4]",1,0,0,"ACACIA","SLT",16,2007,NA,9,0.219512195121951,NA,NA,NA,NA,0
"64",15419,"ACD",2005-11-15,"BONY HERRING","HIGH",11:11:00,NA,NA,"ACD 2005-11-15",2003-11-01,NA,2007-11-01,2013-11-01,"calf","0",NA,NA,2.03969883641342,"(0.25,4]",1,0,0,"ACADIA","ZIO",6,2005,"REST",6,0,NA,NA,NA,NA,0
"65",14178,"ACF",2004-09-13,"BONY HERRING","HIGH",09:33:00,NA,NA,"ACF 2004-09-13",1997-11-01,"MALE",2001-11-01,2007-11-01,"juvenile","0",3,"(0,3]",6.86652977412731,"(4,10]",12,3,0.25,"ANOTHER CLEAN FIN",NA,13,2004,"REST",8,NA,NA,NA,NA,NA,0
"66",14608,"ACF",2004-10-29,"BONY HERRING","HIGH",09:38:00,NA,NA,"ACF 2004-10-29",1997-11-01,"MALE",2001-11-01,2007-11-01,"juvenile","0",4.3,"(3,6]",6.99247091033539,"(4,10]",12,3,0.25,"ANOTHER CLEAN FIN",NA,28,2004,"SOCIAL",9,NA,NA,NA,NA,NA,1
"67",15048,"ACF",2005-07-14,"MAZIWA","HIGH",15:07:00,NA,NA,"ACF 2005-07-14",1997-11-01,"MALE",2001-11-01,2007-11-01,"juvenile","0",7.6,"(6,9]",7.69883641341547,"(4,10]",12,3,0.25,"ANOTHER CLEAN FIN",NA,19,2005,"REST",11,NA,NA,NA,NA,NA,0
"68",15631,"ACF",2006-06-19,"MAZIWA","HIGH",14:20:00,"BOW-BOWRIDING","HIGH","ACF 2006-06-19",1997-11-01,"MALE",2001-11-01,2007-11-01,"juvenile","1",9.7,"(9,12]",8.62970568104038,"(4,10]",12,3,0.25,"ANOTHER CLEAN FIN",NA,45,2006,"TRAVEL",12,NA,NA,NA,NA,NA,0
"69",16912,"ACF",2009-06-21,"POMBOO",NA,12:53:00,NA,NA,"ACF 2009-06-21",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",10.5,"(9,12]",11.6358658453114,"(10,25]",12,3,0.25,"ANOTHER CLEAN FIN",NA,32,2009,NA,7,NA,NA,NA,NA,NA,0
"70",18297,"ACF",2012-06-19,"POMBOO","HIGH",09:50:00,NA,NA,"ACF 2012-06-19",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",1.8,"(0,3]",14.631074606434,"(10,25]",12,3,0.25,"ANOTHER CLEAN FIN",NA,26,2012,NA,5,NA,NA,NA,NA,NA,0
"71",21096,"ACF",2015-08-26,"POMBOO","HIGH",11:39:00,NA,NA,"ACF 2015-08-26",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",4.4,"(3,6]",17.8151950718686,"(10,25]",12,3,0.25,"ANOTHER CLEAN FIN",NA,19,2015,"REST",1,NA,NA,NA,NA,NA,0
"72",27734,"ACF",2023-05-04,"MAZIWA","HIGH",13:10:00,"BOW-BOWRIDING","HIGH","ACF 2023-05-04",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","1",1.6,"(0,3]",25.5030800821355,"(25,45]",12,3,0.25,"ANOTHER CLEAN FIN",NA,13,2023,"REST",5,NA,NA,NA,NA,NA,0
"73",27762,"ACF",2023-05-09,"POMBOO","HIGH",12:58:00,NA,NA,"ACF 2023-05-09",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",1.9,"(0,3]",25.5167693360712,"(25,45]",12,3,0.25,"ANOTHER CLEAN FIN",NA,18,2023,"REST",7,NA,NA,NA,NA,NA,0
"74",27520,"ACF",2023-06-19,"MAZIWA","HIGH",14:29:00,"BOW-BOWRIDING","HIGH","ACF 2023-06-19",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","1",8.5,"(6,9]",25.6290212183436,"(25,45]",12,3,0.25,"ANOTHER CLEAN FIN",NA,42,2023,"FORAGE",13,NA,NA,NA,NA,NA,0
"75",27879,"ACF",2023-06-20,"POMBOO","HIGH",12:07:00,NA,NA,"ACF 2023-06-20",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",2.3,"(0,3]",25.6317590691307,"(25,45]",12,3,0.25,"ANOTHER CLEAN FIN",NA,3,2023,"REST",4,NA,NA,NA,NA,NA,1
"76",28687,"ACF",2024-06-06,"POMBOO","HIGH",13:32:00,NA,NA,"ACF 2024-06-06",1997-11-01,"MALE",2001-11-01,2007-11-01,"adult","0",3,"(0,3]",26.5954825462012,"(25,45]",12,3,0.25,"ANOTHER CLEAN FIN",NA,21,2024,"SOCIAL",18,NA,NA,NA,NA,NA,0
"77",12552,"ADR",2003-07-26,"BONY HERRING","HIGH",12:06:00,NA,NA,"ADR 2003-07-26",1988-11-01,"FEMALE",1992-11-01,1998-11-01,"adult","0",8.2,"(6,9]",14.7296372347707,"(10,25]",3,0,0,"ANDROMEDA",NA,18,2003,"FORAGE",12,NA,0,1,0,0,0
"78",18712,"ADR",2012-10-29,"POMBOO","HIGH",10:31:00,NA,NA,"ADR 2012-10-29",1988-11-01,"FEMALE",1992-11-01,1998-11-01,"adult","0",11.4,"(9,12]",23.9917864476386,"(10,25]",3,0,0,"ANDROMEDA",NA,24,2012,NA,18,NA,0,1,0,0,0
"79",19715,"ADR",2014-07-01,"POMBOO","HIGH",10:01:00,NA,NA,"ADR 2014-07-01",1988-11-01,"FEMALE",1992-11-01,1998-11-01,"adult","0",2.7,"(0,3]",25.6618754277892,"(25,45]",3,0,0,"ANDROMEDA",NA,6,2014,"FORAGE",1,NA,0,1,0,0,0
"80",12251,"AGA",2003-05-02,"MAZIWA","HIGH",14:35:00,NA,NA,"AGA 2003-05-02",1997-09-15,"MALE",2003-06-04,2007-09-15,"calf","0",9.1,"(9,12]",5.62628336755647,"(4,10]",51,1,0.0196078431372549,"AGAR","ALG",20,2003,"REST",6,0,NA,NA,NA,NA,0
